DATE_TIME,RSI,MACD,MACD_Histogram,MACD_Signal,EMA,Stochastic_%K,Stochastic_%D,ADX,DI+,DI-,ATR,CCI,WilliamsR,Momentum,ROC,OPEN,HIGH,LOW,CLOSE,BC-BO,BH-BL,BH-BO,BO-BL
2014-03-27 05:00:00,0.4601613123401414,0.45765304074598084,0.5225709906953392,0.4404356875527272,0.6081869662892992,0.3228746562127339,0.7330884385591317,0.42278228676586305,0.24902954723923884,0.22616828487534682,0.33326508602200317,0.5677904990915653,0.43674698790811933,0.4540673096041951,0.4723076924449154,0.6063664214647668,0.6040714695773022,0.6096594319387982,0.6069206735663673,0.4599239261943321,0.02522521765008171,0.02524454867637782,0.0015003745309938048
2014-03-27 06:00:00,0.376701251746637,0.45700350355802555,0.5194464719949636,0.44107832862024865,0.6079828174042934,0.3056978339082727,0.7436195738286087,0.40087533861110886,0.2308190629705529,0.27553594754689154,0.3309266520282287,0.4192016959219871,0.1566265060083903,0.45664087986562846,0.4745235434487461,0.6070203858916825,0.6033481997045494,0.6085271895881966,0.6052770994401754,0.4364030330372656,0.032132122482843,0.0006311137169066528,0.03938483143854799
2014-03-27 07:00:00,0.3207429507003333,0.45424199326896436,0.5126497309758221,0.44097937302130386,0.6075626641119809,0.24400063931042765,0.7372986741974208,0.40755881264946336,0.20249088865078557,0.3487182155592043,0.3430313041000052,0.26598282697710274,0.14137931033069112,0.445003866509582,0.46449226784861064,0.6053766374672727,0.6028366185750417,0.6066342219082843,0.6038986179149824,0.43911698224769635,0.055555538872213386,0.02082675265801746,0.044636142297021064
2014-03-27 08:00:00,0.26878805547565765,0.44953701462574613,0.5032588904756239,0.4398557670267629,0.606933328352996,0.17186545280073648,0.6969399728353067,0.4386497836534138,0.1773573784412991,0.4446082222394201,0.3548982509441071,0.15404436811455072,0.22170900690620418,0.4371712613660882,0.4577378831494847,0.6039980097564773,0.6004198387563314,0.6041043679061591,0.6023434079891238,0.43730768277407583,0.05735734013292471,0.002208898009183793,0.06901722842563851
2014-03-27 09:00:00,0.22645814602270609,0.4433943588374035,0.49282295127966386,0.4375933944394908,0.6061360884619064,0.13559367914221146,0.6399769687673935,0.4670858803275034,0.15596164666056186,0.4076390132610677,0.36502446555845786,0.25674853525276703,0.048498845260750156,0.4247509874956959,0.44703477457300766,0.6024956590459953,0.6001552278272758,0.6038920724654211,0.6008058709033317,0.4369458228793517,0.05645643950257355,0.024297878101019847,0.041635393235032694
2014-03-27 10:00:00,0.24496950505565626,0.4394585000365515,0.48896429855736256,0.4349098348096776,0.6055324786602649,0.1870755908483062,0.6169479377801504,0.5059287699146651,0.13873658439016706,0.4852265388588822,0.37153770212677195,0.284338730467728,0.29484902306111116,0.4235201495445745,0.44597944820892155,0.6009049347643087,0.5975796814511322,0.6015922051907617,0.6010709635043305,0.455943467352367,0.05165163614064665,0.006626694027550006,0.056639138544955746
2014-03-27 11:00:00,0.3362703709886863,0.4393447965252174,0.49365151449701816,0.43273763458979325,0.6052949836404625,0.2586813486065805,0.6511463625998142,0.5090331908446936,0.23444994206372266,0.43223616269176474,0.38223464259810486,0.3958993691995905,0.4351687388552271,0.43515716290061973,0.4560050483442159,0.6011877301921641,0.6000141019984458,0.603502864157402,0.6024671178695898,0.4673420540361762,0.060660642444248326,0.045124630759031,0.02213052433212899
2014-03-27 12:00:00,0.315313936433563,0.4385793855984912,0.4960758208407625,0.43082990638795543,0.6049870889753657,0.3675369067475827,0.7223482647668951,0.5200968237113921,0.20105420448348918,0.4347425244566802,0.400443562554355,0.39308377402175715,0.3730017761616458,0.43202412084322483,0.4533032329223616,0.6026017073314415,0.5997318503407864,0.6022114002262468,0.6018485684672599,0.44653511008954044,0.07777775442109452,0.014831172347370669,0.0795198501425959
2014-03-27 13:00:00,0.3991267092156073,0.44102380090015114,0.5045436433269338,0.4298462611835797,0.6049980330212347,0.44201586669274306,0.780338750342559,0.5127757555929587,0.24540145779038378,0.38307833679778286,0.41403259922443875,0.4595393170035024,0.5168738898239916,0.443773028558464,0.46342905507079074,0.6019654176187665,0.6014077195581401,0.6041928243397997,0.6032800685126526,0.4677039139309003,0.07267265084905357,0.05616912080495083,0.02400599249587312
2014-03-27 14:00:00,0.3345878578188642,0.44000370996900523,0.5042714660107057,0.4288328891198697,0.6046662455666376,0.4115821085711579,0.8088312525740627,0.5058534098682298,0.22383140978695915,0.3512164256973815,0.4159801281180028,0.4466307208646279,0.34444444441000455,0.42766024083470633,0.4495442778787107,0.6033970694722846,0.6007197311425947,0.6047943280885568,0.601424420305662,0.43405094372155895,0.05075073551028648,0.018302297790376208,0.041635393235032694
