DATE_TIME,RSI,MACD,MACD_Histogram,MACD_Signal,EMA,Stochastic_%K,Stochastic_%D,ADX,DI+,DI-,ATR,CCI,WilliamsR,Momentum,ROC,OPEN,HIGH,LOW,CLOSE,BC-BO,BH-BL,BH-BO,BO-BL
2017-03-22 21:00:00,0.4596752042051823,0.4826547696730824,0.49723562659850495,0.47923913858494954,0.07474719724362212,0.3821693678313761,0.8243241921532041,0.46283520049092214,0.3722748130868603,0.29755574989198164,0.37802256302094306,0.4410510857402556,0.3238289205378801,0.46346643577638524,0.48164093395893764,0.07720315180453255,0.07548467769533283,0.07948695126958093,0.07698289133000692,0.4514202186683158,0.02642641849056193,0.017355627215011923,0.012378089880682761
2017-03-22 22:00:00,0.47127824421694103,0.4806511279363172,0.49642045390530626,0.477370955746948,0.0745862232941648,0.3705548973525951,0.7997940320221156,0.45464526586148946,0.3576772588805372,0.2858043250888847,0.3664184934401711,0.4431521281293354,0.36252545821220045,0.44791311984859367,0.4645236561956418,0.07706175409060469,0.0751671445804657,0.07954002512976534,0.07731867529127172,0.4563053272470911,0.020120114078040756,0.014200058630464299,0.008252059920450174
2017-03-22 23:00:00,0.4451413943424293,0.47758343495358463,0.49360231616253236,0.4751954428000523,0.07430524003073356,0.27648581985717036,0.7724167784731193,0.44525507154577243,0.3451950098561865,0.28244804340367385,0.3535130080311577,0.4050295123647459,0.14523809522357223,0.44757743677101536,0.464149692044804,0.0773445495184604,0.07486725219420239,0.07941618612266825,0.07650572464820937,0.445087670510644,0.017117111976840196,0.003786682301450835,0.016879213473663425
2017-03-23 00:00:00,0.4298594018999883,0.4743242442783296,0.490958461959887,0.47273155780016846,0.07398772534578636,0.18040448669298353,0.7260131668789056,0.4263507060878019,0.32264831870441624,0.30360076203667813,0.3495596118380097,0.3893694642239705,0.037406483786806395,0.42407962134053717,0.43835504261698127,0.07653151266337581,0.07499073729442848,0.07869084336681403,0.07602855796641182,0.448525339510523,0.03153152206260589,0.020511195799559543,0.015003745309919294
2017-03-23 01:00:00,0.4240088951734859,0.4714956041218953,0.4897202811494013,0.4701325274035747,0.07369548901556792,0.08956967493989594,0.6380505268243406,0.39885873843254604,0.30804753615803765,0.3259663883430285,0.3395691003051857,0.35564835222620644,0.09174311925687272,0.4415351413746067,0.45750329692854874,0.07605429537886979,0.07373824556356413,0.07805395704460076,0.07585182956574608,0.4516011486156778,0.021021014708400926,0.006626694027550006,0.01837958800464823
2017-03-23 02:00:00,0.42338682517712534,0.46932432253516443,0.490068091252616,0.46757127389556463,0.07345314140476171,0.07085522400706745,0.5385747917985415,0.3714865956897516,0.2992329220519939,0.31680464001654696,0.32471998787851325,0.37638011489339224,0.08944954127543504,0.4352690572598136,0.45062171890011976,0.07591289766494232,0.07340307172009354,0.07821317862515398,0.07583415672567939,0.4528676582472122,0.012612608825042356,0.003155568584547275,0.012002996247938437
2017-03-23 03:00:00,0.45744162949516826,0.4690677790910929,0.4942436483329099,0.46546522435169646,0.07339115366550869,0.1206275385447856,0.49820418043210996,0.3612081817688661,0.34092351962285156,0.2973640692296606,0.31967343452435965,0.42413732107768837,0.1857798164951821,0.43448579674546434,0.4497722272391453,0.07585987352221908,0.07446151543631684,0.0784254740658916,0.07657641600847574,0.4610095058785044,0.027027018910808054,0.023035650667200796,0.006376591756717295
2017-03-23 04:00:00,0.48052180810194756,0.46989869326813255,0.49979747102995353,0.46396474893612255,0.07343454602949591,0.18187160315463569,0.5577158040148414,0.3567799740158947,0.3462574180920685,0.28389179553687083,0.30977150762163735,0.4610650169211252,0.27431421443638965,0.453172154730652,0.4703055617755022,0.07654918737761689,0.07481433000839126,0.07923927325538677,0.07708892837040629,0.45920020640488396,0.019219213447680586,0.017040070356554006,0.0037509363274803487
2017-03-23 05:00:00,0.4666975238445643,0.4700693643008657,0.502896693106545,0.46280221720742637,0.07341163601436022,0.23929237070211087,0.6362359799630877,0.3545621300602927,0.33883682807418714,0.2715725345360789,0.2992545592911665,0.4687710028041976,0.26062322943565375,0.45294836601226757,0.47005837633617775,0.07711477823332753,0.07493781510861736,0.0794515686961244,0.0767708172492078,0.4501537090367814,0.01771771239708331,0.00915114889519126,0.011252808982438533
2017-03-23 06:00:00,0.5405879956851841,0.47333366707357954,0.5116731212129464,0.46259680273056636,0.07370118154251043,0.3546766186882879,0.7123350251032184,0.3770622138396397,0.4056321774262584,0.24074418330337946,0.30976779344915606,0.5656292672186116,0.5297450424399196,0.4620118091068795,0.48003485216797814,0.07683198280547221,0.07671952869759334,0.07946925998285266,0.07844973705553256,0.470236933193969,0.04774773340908592,0.04607130133439528,0.004876217225721239
